MaPhieuDG,MaHD,DiemPhucVu,DiemViTri,DiemMonAn,DiemKhongGian,DiemGiaCa
92494,249667,4,3,4,4,3
92495,124180,2,5,3,4,3
92496,152722,2,4,2,2,5
92497,184927,4,3,4,4,2
92498,285691,4,2,3,4,5
92499,117814,4,3,2,3,4
92500,220421,5,4,5,4,3
92501,76117,3,4,3,3,5
92502,62790,4,4,4,2,5
92503,96214,3,3,2,5,3
92504,237437,2,3,3,3,5
92505,242679,2,4,2,5,3
92506,18227,2,2,4,4,5
92507,209004,5,5,5,4,4
92508,201432,2,5,5,3,4
92509,19366,2,5,5,5,4
92510,42776,5,3,3,4,3
92511,284556,2,4,5,5,4
92512,22907,4,4,5,4,2
92513,88981,2,2,4,5,3
92514,131686,5,4,3,4,3
92515,122274,5,5,2,4,2
92516,215851,4,3,4,3,3
92517,159822,4,4,2,5,3
92518,70121,3,5,3,4,5
92519,184020,4,5,3,3,5
92520,216388,3,4,2,5,2
92521,60515,4,3,5,4,2
92522,148968,4,4,4,4,2
92523,266887,4,4,5,2,3
92524,63213,4,5,4,5,4
92525,254582,4,2,2,5,4
92526,290465,2,2,3,5,3
92527,257477,4,4,3,5,4
92528,271599,4,2,3,3,4
92529,152330,2,3,5,2,3
92530,271821,5,2,4,5,3
92531,87837,3,5,4,2,4
92532,23731,5,3,4,3,3
92533,273935,4,2,4,5,3
92534,238949,3,4,3,3,4
92535,248265,4,3,3,5,3
92536,283017,4,2,4,2,3
92537,57874,4,2,2,3,4
92538,188082,3,2,3,3,4
92539,57172,4,2,5,4,3
92540,10093,5,4,2,5,4
92541,37091,2,3,5,3,3
92542,178544,5,5,4,2,2
92543,226347,2,4,2,5,2
92544,75653,2,3,3,5,3
92545,294049,3,3,3,4,3
92546,271839,2,4,4,4,4
92547,5644,4,5,5,4,5
92548,207543,3,4,3,4,3
92549,209660,4,4,2,2,4
92550,174633,3,2,5,4,4
92551,130546,2,2,3,5,3
92552,123258,5,2,5,4,2
92553,134145,3,2,2,5,3
92554,42982,3,3,3,3,4
92555,276441,3,4,2,5,4
92556,80179,4,4,5,5,3
92557,201883,2,3,5,4,5
92558,256566,5,2,4,5,3
92559,209619,3,2,3,5,2
92560,260190,2,2,2,4,5
92561,195400,2,3,4,5,2
92562,211340,4,3,4,3,5
92563,180961,5,4,3,4,4
92564,94461,5,2,4,3,3
92565,100170,2,3,5,5,3
92566,296246,2,3,5,3,4
92567,121517,4,5,5,5,4
92568,108667,5,2,3,4,2
92569,166555,3,2,2,2,5
92570,163061,2,3,4,5,2
92571,199540,3,4,5,2,2
92572,20584,3,2,3,3,4
92573,298967,5,4,3,4,3
92574,130001,5,4,5,5,5
92575,128917,2,3,4,5,5
92576,154083,2,2,2,5,4
92577,56065,2,3,2,5,2
92578,180995,4,5,5,3,5
92579,112152,5,3,3,5,4
92580,189201,2,3,3,2,2
92581,221117,3,2,5,3,2
92582,266568,2,5,3,3,5
92583,223641,4,4,2,5,5
92584,254031,5,4,4,5,5
92585,137692,3,4,2,5,2
92586,204859,2,2,3,3,4
92587,221778,5,2,3,2,3
92588,39402,3,4,4,2,5
92589,60773,4,4,2,5,3
92590,418,2,3,2,4,4
92591,165383,4,3,5,5,2
92592,158236,5,3,2,2,5
92593,14094,4,2,5,5,4
92594,239036,4,2,5,4,5
92595,264206,3,2,2,5,5
92596,168021,5,5,2,5,2
92597,266415,2,2,4,2,3
92598,114820,2,2,4,5,4
92599,91730,4,4,2,2,4
92600,170044,5,2,2,3,2
92601,91277,5,3,4,5,5
92602,154186,3,3,3,5,4
92603,158187,4,4,4,5,3
92604,228956,3,5,2,4,5
92605,112835,3,3,2,5,4
92606,4253,5,3,4,3,2
92607,258693,5,3,5,2,3
92608,225517,5,5,2,4,5
92609,153484,4,2,4,4,5
92610,106651,4,3,5,2,4
92611,77622,5,3,5,4,4
92612,217904,5,2,3,5,2
92613,174267,4,3,4,5,5
92614,100715,4,4,5,4,5
92615,168611,4,4,5,5,5
92616,251651,3,5,4,4,3
92617,87367,2,2,3,4,5
92618,112498,4,3,5,2,2
92619,163414,5,2,3,2,5
92620,249451,2,4,2,2,2
92621,41651,3,3,2,2,4
92622,208029,4,2,3,5,3
92623,224652,2,4,5,4,5
92624,81745,4,4,5,4,5
92625,279215,5,4,4,4,2
92626,153179,3,5,3,4,5
92627,229275,5,4,2,5,2
92628,197558,4,2,5,5,5
92629,251062,2,4,4,2,4
92630,256163,5,2,3,4,2
92631,213918,5,4,3,2,2
92632,154097,2,5,4,2,3
92633,289292,3,5,5,3,2
92634,125469,2,5,2,4,3
92635,194352,5,5,5,5,3
92636,141550,5,2,4,4,3
92637,225341,4,2,2,2,4
92638,284933,5,4,4,2,5
92639,161090,5,3,5,4,3
92640,40076,4,5,5,5,3
92641,178723,3,5,5,3,3
92642,41149,3,2,5,4,2
92643,173891,3,3,4,4,3
92644,277585,2,4,2,5,4
92645,297677,4,4,3,3,5
92646,142703,4,5,4,5,3
92647,22002,4,2,2,4,2
92648,66513,3,3,5,5,2
92649,147965,3,5,3,3,5
92650,136,2,3,2,5,4
92651,150840,3,2,4,3,3
92652,127891,4,3,2,2,5
92653,16879,5,5,3,3,3
92654,270778,4,4,5,2,2
92655,22511,2,4,2,3,5
92656,247754,4,4,4,5,5
92657,129957,3,2,4,2,2
92658,268891,2,2,2,2,2
92659,264869,5,5,2,5,2
92660,145530,2,2,2,2,3
92661,217664,2,3,3,3,4
92662,159110,3,3,3,5,2
92663,212897,3,3,5,3,2
92664,19074,3,4,5,5,2
92665,27040,5,4,3,5,4
92666,130942,4,3,4,5,3
92667,133974,5,2,5,5,5
92668,158963,4,5,3,5,5
92669,275605,2,4,2,5,3
92670,298271,3,4,5,3,4
92671,80844,4,3,4,2,3
92672,232398,4,4,2,4,5
92673,212552,4,3,4,5,4
92674,146494,5,2,5,2,4
92675,266811,3,4,3,5,5
92676,200011,5,5,5,5,2
92677,189370,3,4,2,2,2
92678,118464,3,5,4,5,2
92679,182131,2,5,4,2,4
92680,78848,5,2,5,5,3
92681,257408,3,2,2,3,3
92682,143212,3,4,2,2,2
92683,72881,2,2,4,5,3
92684,56814,4,4,2,3,5
92685,200964,4,3,5,5,2
92686,265685,3,5,2,5,2
92687,277674,3,4,5,2,2
92688,238821,2,3,3,3,5
92689,102969,2,5,3,2,5
92690,102345,2,2,4,3,3
92691,81038,2,2,5,5,3
92692,227741,5,5,2,2,3
92693,180818,3,2,2,3,2
92694,148325,5,5,3,2,4
92695,99729,2,4,4,2,5
92696,196851,3,5,5,2,5
92697,191349,2,2,3,3,3
92698,180799,3,2,2,4,2
92699,283382,2,2,4,3,5
92700,243991,5,3,4,5,5
92701,195986,5,3,3,4,5
92702,279812,3,4,2,4,2
92703,138691,4,5,3,3,2
92704,159922,4,3,2,4,4
92705,126483,5,2,4,4,5
92706,297488,4,4,3,5,5
92707,7943,2,5,4,5,4
92708,57861,3,4,4,4,5
92709,266744,3,3,3,2,3
92710,208599,2,4,2,5,2
92711,62568,5,3,2,2,2
92712,107447,5,2,2,4,3
92713,241447,5,3,4,5,5
92714,226249,3,5,3,2,3
92715,231370,3,2,4,3,5
92716,151023,5,2,4,5,3
92717,120848,4,4,2,4,3
92718,245452,3,3,2,3,3
92719,203356,2,5,3,2,3
92720,94909,3,5,5,5,4
92721,150677,4,4,4,3,2
92722,148124,3,5,3,4,4
92723,182805,2,3,4,4,3
92724,181940,4,3,4,2,3
92725,292297,2,2,4,4,3
92726,139805,2,2,5,5,2
92727,130989,2,2,3,5,5
92728,177223,5,2,4,4,3
92729,170439,3,3,2,3,3
92730,173000,5,3,2,3,2
92731,63964,4,4,5,4,2
92732,198882,4,3,3,2,5
92733,194235,4,5,2,5,5
92734,91616,4,5,5,5,5
92735,119257,2,3,2,5,2
92736,57610,5,3,3,2,4
92737,249613,2,4,2,5,2
92738,140922,3,4,5,2,2
92739,135407,4,3,4,4,3
92740,50791,3,5,2,3,5
92741,186063,4,2,4,4,2
92742,181135,3,2,3,3,3
92743,167947,5,5,4,3,3
92744,67196,3,5,4,5,4
92745,199025,3,3,5,4,5
92746,19022,4,4,4,2,5
92747,149440,5,3,4,2,5
92748,274823,2,3,5,3,4
92749,15298,5,4,2,4,5
92750,150873,3,3,4,3,5
92751,205025,5,5,5,4,2
92752,116814,5,5,5,2,4
92753,31063,3,3,2,2,4
92754,266384,4,4,2,2,3
92755,156901,2,3,5,5,4
92756,253067,3,4,4,3,4
92757,196360,5,4,4,2,3
92758,210614,5,4,2,2,5
92759,227631,4,4,3,4,4
92760,199499,2,5,4,5,4
92761,147087,4,5,2,2,3
92762,220754,5,2,3,4,3
92763,108361,4,4,2,4,4
92764,278440,5,4,3,4,3
92765,192312,3,5,2,3,5
92766,175236,3,4,5,4,4
92767,141747,2,4,5,3,2
92768,226414,2,2,2,5,5
92769,107829,5,2,4,2,5
92770,25607,2,2,5,4,5
92771,100474,4,3,3,5,5
92772,175444,5,2,4,4,5
92773,102525,4,2,3,3,5
92774,204937,5,3,5,5,3
92775,141728,5,2,2,3,3
92776,184064,3,4,5,4,2
92777,266469,5,4,4,4,5
92778,88019,5,4,3,4,4
92779,237967,2,2,3,4,4
92780,234730,3,5,2,5,2
92781,194570,5,2,5,3,5
92782,87659,3,2,3,2,5
92783,120266,5,2,5,4,4
92784,120878,4,3,4,2,5
92785,45994,5,5,3,4,5
92786,231792,3,3,2,2,2
92787,51623,2,3,5,3,2
92788,187438,4,4,3,4,5
92789,170087,2,3,5,4,5
92790,198076,2,4,5,2,3
92791,62650,4,3,2,2,4
92792,235327,4,5,5,5,4
92793,292010,2,2,4,2,3
92794,296523,5,4,5,3,5
92795,129062,4,3,5,2,5
92796,103623,4,4,3,5,2
92797,180990,5,5,2,4,3
92798,279672,4,4,4,4,4
92799,162682,4,3,3,3,2
92800,246321,5,2,4,2,4
92801,65078,3,4,3,5,3
92802,243188,2,3,2,5,4
92803,64189,4,2,5,4,5
92804,170095,3,3,4,5,3
92805,173910,4,2,2,4,4
92806,71716,3,3,5,2,5
92807,107827,2,2,4,3,3
92808,148713,2,5,5,3,3
92809,233803,5,4,4,5,4
92810,3638,5,4,2,2,4
92811,21683,4,2,4,5,2
92812,166376,4,3,4,3,4
92813,257305,2,4,2,2,4
92814,284208,3,5,4,4,4
92815,221194,5,4,2,4,4
92816,123517,2,2,4,4,5
92817,286843,4,4,5,2,5
92818,21142,4,4,5,4,4
92819,203194,3,5,5,2,4
92820,229744,3,5,5,4,3
92821,233493,5,4,4,2,3
92822,230149,3,3,5,5,5
92823,117876,4,5,2,3,3
92824,43724,5,3,2,5,2
92825,108719,2,3,4,4,4
92826,260585,4,2,2,2,3
92827,169811,4,2,3,2,2
92828,177065,4,2,5,4,4
92829,236845,3,5,3,5,5
92830,29918,4,2,5,3,4
92831,141582,5,3,4,4,4
92832,147205,4,4,5,3,4
92833,204295,3,2,2,3,3
92834,130049,5,4,3,2,5
92835,212406,2,3,4,4,5
92836,183437,5,2,4,2,3
92837,224441,3,4,3,2,4
92838,19729,5,5,4,2,2
92839,66249,3,4,5,4,2
92840,95022,3,5,5,2,5
92841,131343,2,3,5,5,3
92842,294622,4,2,3,2,5
92843,47775,4,3,5,5,5
92844,76522,5,3,4,4,4
92845,74010,4,5,3,2,5
92846,182727,2,5,3,5,5
92847,244124,2,3,2,3,5
92848,291271,4,4,3,2,5
92849,87252,2,2,5,3,5
92850,109267,4,5,3,3,3
92851,233652,5,2,3,5,3
92852,143474,5,3,4,2,4
92853,200575,3,4,2,3,5
92854,118071,5,5,5,3,5
92855,162733,4,3,4,3,2
92856,74304,3,4,3,4,5
92857,182957,4,5,3,2,5
92858,127597,3,4,4,3,2
92859,206124,5,5,5,5,3
92860,258381,3,3,4,3,3
92861,215156,2,5,3,4,2
92862,197934,5,3,5,4,4
92863,10538,3,5,2,4,2
92864,223625,4,3,2,5,3
92865,98824,4,5,4,3,2
92866,155692,4,2,5,4,4
92867,63783,5,2,2,2,3
92868,227918,5,4,4,3,5
92869,189320,3,4,2,4,2
92870,222123,2,5,3,2,5
92871,122950,4,5,5,5,3
92872,237114,4,2,4,5,2
92873,177040,5,5,5,4,3
92874,299517,4,3,5,2,2
92875,52772,3,4,5,3,3
92876,80284,4,2,3,5,5
92877,15942,4,5,2,2,3
92878,94091,5,4,2,5,4
92879,95056,4,4,3,4,3
92880,119937,3,2,3,4,5
92881,279224,3,5,5,3,4
92882,136936,3,2,5,5,5
92883,66783,2,3,5,3,5
92884,101759,5,2,3,3,2
92885,120449,5,3,4,4,5
92886,109258,2,4,3,2,5
92887,33538,4,4,5,5,2
92888,138505,3,2,3,4,5
92889,49157,5,3,2,4,5
92890,77759,3,4,2,5,3
92891,5146,2,3,2,4,2
92892,250346,5,3,3,5,4
92893,84781,2,3,5,4,4
92894,182462,3,5,2,4,5
92895,297078,3,4,4,2,5
92896,207365,3,5,2,4,5
92897,35498,3,4,2,3,4
92898,119546,5,5,5,5,3
92899,136219,4,4,4,3,2
92900,253986,3,5,2,5,2
92901,145531,5,5,3,3,4
92902,278851,5,3,5,3,5
92903,147215,3,4,4,3,4
92904,208320,3,5,3,5,3
92905,166517,2,2,3,3,2
92906,148989,4,5,4,5,4
92907,129625,5,4,5,3,5
92908,234907,5,2,5,5,3
92909,126766,4,5,4,4,2
92910,59564,5,4,4,4,2
92911,112306,4,5,3,3,3
92912,148679,4,2,2,5,5
92913,262301,5,5,3,4,2
92914,188378,3,5,3,4,4
92915,109982,4,2,4,3,3
92916,240146,5,4,2,4,3
92917,99916,2,4,3,3,3
92918,163129,4,2,4,5,3
92919,46046,2,5,5,2,4
92920,293441,3,5,2,4,2
92921,155480,4,5,2,5,3
92922,162427,3,2,2,4,2
92923,153806,3,4,4,3,4
92924,274620,3,4,4,5,3
92925,14290,3,4,5,3,2
92926,66240,4,5,4,4,2
92927,242830,4,2,4,4,4
92928,222420,2,2,4,5,2
92929,240439,5,5,3,5,5
92930,286077,3,3,2,5,4
92931,25083,3,4,2,2,5
92932,272918,4,2,2,2,4
92933,196905,4,4,3,2,5
92934,105084,2,2,5,5,4
92935,96301,5,5,5,2,5
92936,157821,4,2,3,2,3
92937,94429,3,5,4,4,5
92938,297600,4,5,5,2,4
92939,58891,3,2,5,2,2
92940,167005,4,5,4,4,5
92941,9804,4,3,5,2,2
92942,145129,2,5,5,5,2
92943,280499,3,5,5,2,3
92944,85767,4,5,2,5,2
92945,227189,5,2,3,5,2
92946,141767,4,4,3,3,4
92947,167186,2,5,2,2,5
92948,18231,4,2,2,2,4
92949,124930,3,4,5,4,2
92950,141861,3,4,3,3,4
92951,178627,3,2,2,2,4
92952,173685,2,5,5,2,5
92953,75228,2,3,5,4,5
92954,55509,3,2,5,2,4
92955,116939,5,2,2,3,3
92956,74374,5,4,3,3,2
92957,58871,5,4,3,2,2
92958,8312,4,4,4,3,4
92959,141456,4,2,5,3,5
92960,273235,2,4,5,4,2
92961,126470,3,3,3,4,3
92962,57836,2,2,3,4,5
92963,170096,3,4,4,3,4
92964,43654,3,5,5,5,3
92965,161596,4,2,5,5,5
92966,231200,3,2,4,2,2
92967,205471,3,3,3,2,5
92968,228953,3,2,3,3,3
92969,196530,2,3,5,5,5
92970,191718,2,3,4,3,2
92971,174286,3,4,4,5,2
92972,232968,2,5,3,2,2
92973,32746,2,3,3,4,3
92974,63916,4,5,3,5,5
92975,154363,3,4,5,5,2
92976,239647,3,2,4,4,3
92977,32924,5,4,2,3,5
92978,211042,2,3,4,2,2
92979,255913,3,3,2,2,2
92980,137786,4,2,5,4,4
92981,102954,3,2,3,4,3
92982,76908,2,5,3,3,3
92983,185756,4,2,3,5,5
92984,257098,4,3,4,4,4
92985,90152,3,2,3,2,2
92986,5820,2,3,2,2,2
92987,211903,5,2,2,2,2
92988,273157,5,5,3,5,4
92989,72743,2,4,2,4,4
92990,149191,3,5,2,5,4
92991,148551,2,5,2,5,4
92992,53854,5,4,5,3,3
92993,236043,4,2,2,4,4
92994,137939,2,3,5,2,5
92995,3769,4,3,3,2,3
92996,197374,3,5,5,5,5
92997,49993,2,4,5,2,4
92998,132682,5,5,3,3,3
92999,122488,5,4,5,2,2
93000,58433,4,5,3,4,2
93001,284045,2,2,3,5,2
93002,114037,3,5,2,5,5
93003,27429,2,5,5,4,5
93004,165694,4,5,3,3,3
93005,87083,2,5,4,3,5
93006,128728,2,3,3,2,4
93007,30102,4,5,5,4,2
93008,176160,5,5,5,3,3
93009,153445,3,2,4,4,5
93010,64687,5,5,5,2,5
93011,79608,5,5,2,2,4
93012,151618,2,3,3,4,3
93013,2485,4,3,2,5,3
93014,31972,3,4,2,2,5
93015,180354,2,3,3,4,4
93016,191758,2,5,5,4,2
93017,185872,3,2,4,5,2
93018,78818,2,5,2,4,2
93019,83017,5,3,2,5,3
93020,148819,4,5,2,3,4
93021,60429,5,2,3,2,4
93022,240031,4,5,3,3,2
93023,155243,2,4,2,2,3
93024,146156,5,3,3,3,4
93025,221764,5,5,2,4,5
93026,193267,3,5,5,4,3
93027,87680,3,4,3,2,5
93028,65378,3,5,4,4,5
93029,246490,2,2,2,4,3
93030,187053,4,2,4,5,4
93031,71500,4,3,3,2,4
93032,117935,5,3,2,5,5
93033,21275,3,3,3,4,3
93034,86608,4,5,3,2,2
93035,63252,5,5,5,2,4
93036,40061,5,2,2,5,4
93037,221256,3,4,2,5,2
93038,196304,5,2,2,4,3
93039,210739,2,5,4,4,5
93040,286821,3,3,4,5,2
93041,79341,3,2,2,4,5
93042,220543,3,3,5,3,4
93043,292395,2,2,3,3,5
93044,99101,5,4,3,3,3
93045,122028,2,4,2,5,4
93046,79487,2,2,4,5,4
93047,276308,5,2,4,3,4
93048,110495,2,5,3,3,5
93049,291021,2,3,2,5,2
93050,80259,5,3,4,2,2
93051,193217,3,5,3,4,3
93052,35449,5,4,3,5,4
93053,76964,5,5,5,4,3
93054,166467,2,3,4,4,3
93055,44295,3,2,5,2,5
93056,29012,5,2,5,5,4
93057,54845,2,4,3,2,2
93058,1513,2,4,5,3,4
93059,238426,5,5,2,5,3
93060,263402,4,4,3,2,2
93061,245384,2,2,5,3,5
93062,28468,5,3,3,3,2
93063,39638,2,3,3,5,3
93064,237200,3,5,4,3,4
93065,186743,3,5,4,4,4
93066,172391,4,5,4,4,3
93067,24788,4,5,5,3,4
93068,203444,2,3,5,4,4
93069,112312,2,2,3,4,2
93070,37835,4,3,4,2,2
93071,66058,2,2,3,2,5
93072,232293,3,5,5,4,2
93073,291758,4,2,3,5,2
93074,288972,3,2,4,4,4
93075,46653,3,2,3,4,3
93076,161397,3,2,2,2,3
93077,55995,3,2,4,4,2
93078,12981,4,4,2,4,2
93079,213835,3,5,2,2,2
93080,285491,3,3,3,2,5
93081,36810,4,4,2,3,2
93082,68481,5,2,5,3,2
93083,182241,5,5,4,2,2
93084,104046,5,3,5,3,4
93085,255881,3,4,3,5,4
93086,73543,2,4,2,3,4
93087,207979,4,5,3,3,4
93088,247409,4,5,4,3,3
93089,291567,2,5,3,3,2
93090,124739,3,3,4,3,4
93091,136997,2,5,3,5,4
93092,234526,2,2,5,3,3
93093,202211,5,5,4,5,3
93094,118154,5,4,4,5,3
93095,50556,3,2,3,2,3
93096,162850,4,3,5,2,5
93097,254904,4,2,3,3,3
93098,138527,4,5,4,2,3
93099,193415,5,2,3,5,4
93100,44453,4,4,5,5,2
93101,103324,4,2,5,4,4
93102,220922,4,3,3,5,2
93103,209654,5,4,4,5,5
93104,290878,5,4,2,5,2
93105,166969,4,3,4,3,3
93106,212051,3,3,4,5,2
93107,250598,5,5,2,3,5
93108,88455,2,3,3,2,4
93109,181329,2,2,2,4,5
93110,276972,2,5,4,4,4
93111,258819,4,3,4,5,2
93112,102590,2,2,2,4,3
93113,32414,3,2,2,4,3
93114,256009,2,4,2,2,5
93115,79415,5,5,3,3,3
93116,207368,5,3,4,3,3
93117,177639,3,5,3,3,5
93118,222342,5,5,5,5,2
93119,236689,5,5,4,3,3
93120,149282,4,3,5,4,5
93121,95879,3,4,3,3,3
93122,288155,5,4,4,2,4
93123,74820,5,2,3,3,3
93124,138344,4,3,5,5,4
93125,59093,4,3,2,3,5
93126,259986,4,2,4,5,3
93127,96010,4,5,3,4,5
93128,143782,5,2,2,2,2
93129,250903,2,2,3,2,4
93130,285834,5,3,4,2,2
93131,135785,5,5,3,5,2
93132,275896,4,3,2,3,4
93133,12321,5,2,5,3,5
93134,81570,2,2,3,3,5
93135,139930,4,2,5,5,4
93136,39319,3,3,4,4,3
93137,36933,5,2,2,4,4
93138,14646,4,4,3,4,5
93139,264082,2,3,5,4,4
93140,63044,3,5,5,4,4
93141,185917,3,5,4,5,2
93142,133302,3,4,3,4,2
93143,272314,3,2,3,3,5
93144,276778,2,4,4,5,5
93145,194704,2,5,3,2,4
93146,44682,2,4,4,2,2
93147,78382,4,2,5,4,2
93148,269974,4,5,4,3,4
93149,250471,4,4,5,3,5
93150,242636,5,4,2,3,5
93151,160033,4,4,3,5,2
93152,174992,2,3,3,2,4
93153,92125,3,4,2,4,3
93154,113789,2,2,3,2,5
93155,72216,5,2,4,2,2
93156,296769,4,2,5,3,5
93157,246291,3,3,3,4,3
93158,91070,2,3,3,5,2
93159,199629,5,4,4,3,3
93160,146428,5,5,4,3,5
93161,157906,4,5,4,5,4
93162,9762,2,3,2,3,4
93163,218781,3,4,5,5,5
93164,1170,5,2,3,5,4
93165,80474,3,5,5,2,5
93166,102787,3,4,3,5,3
93167,4534,5,5,2,4,4
93168,188292,3,2,3,5,3
93169,82989,2,2,2,3,2
93170,41421,3,2,3,4,2
93171,77693,5,5,2,3,3
93172,146553,2,2,3,5,3
93173,244833,3,3,2,2,4
93174,222648,3,4,2,2,3
93175,163019,2,3,4,2,4
93176,115788,4,5,2,5,4
93177,192457,3,3,3,5,5
93178,18705,2,5,4,5,2
93179,227269,5,5,3,5,2
93180,227738,2,2,5,2,4
93181,20132,5,4,4,2,4
93182,237681,5,4,3,5,2
93183,190276,5,3,5,4,4
93184,230029,2,5,5,2,4
93185,187615,3,3,5,3,5
93186,232813,3,2,3,2,3
93187,298693,2,5,4,4,2
93188,117270,2,5,4,2,2
93189,203377,2,5,5,4,5
93190,255399,3,5,2,3,4
93191,36769,3,2,5,5,5
93192,107242,2,3,4,3,5
93193,19932,2,5,5,4,2
93194,4815,2,4,2,4,3
93195,14670,5,5,2,2,3
93196,284117,2,2,5,5,3
93197,118188,5,2,3,3,2
93198,267023,5,3,3,2,3
93199,82972,3,5,5,4,3
93200,137640,2,5,4,5,2
93201,256724,5,2,3,3,2
93202,226840,2,3,3,5,4
93203,28510,4,2,3,5,3
93204,61784,3,5,3,4,3
93205,54971,2,5,5,3,3
93206,37260,5,3,3,3,5
93207,99570,5,4,5,5,4
93208,127371,5,5,5,3,5
93209,106653,4,5,4,2,2
93210,89675,3,3,5,4,4
93211,72549,5,5,3,4,3
93212,227521,4,5,3,4,2
93213,110839,4,3,2,4,5
93214,70990,3,4,5,3,3
93215,113831,2,3,4,5,4
93216,94241,2,3,4,3,2
93217,252702,4,5,2,5,3
93218,91895,3,4,2,3,5
93219,176081,4,3,4,5,5
93220,17289,4,2,3,2,4
93221,121090,5,3,2,4,2
93222,34337,4,2,3,3,4
93223,189464,5,4,2,2,2
93224,106918,2,3,3,5,2
93225,108634,5,4,2,3,2
93226,135803,4,2,4,4,5
93227,259411,4,5,5,5,3
93228,203068,3,4,5,5,3
93229,271360,3,5,3,5,4
93230,267905,3,3,3,3,2
93231,106750,5,3,3,2,5
93232,94938,2,2,3,4,4
93233,169145,4,4,3,5,3
93234,64899,3,4,2,5,3
93235,158650,4,5,4,5,5
93236,113742,5,5,3,2,3
93237,234460,3,2,5,4,5
93238,15956,5,5,5,4,3
93239,240775,2,5,3,4,4
93240,189196,5,2,5,2,4
93241,5283,2,4,4,4,2
93242,270707,5,4,2,4,4
93243,149384,2,2,2,3,4
93244,105809,3,2,2,2,2
93245,263632,2,4,2,4,5
93246,20668,2,4,2,3,2
93247,105838,4,3,5,4,4
93248,268051,5,4,3,3,2
93249,232745,3,4,5,4,5
93250,253947,2,4,4,2,2
93251,810,5,4,2,5,4
93252,217295,3,3,3,2,2
93253,152886,5,4,4,5,4
93254,252623,4,5,4,5,4
93255,284538,3,5,4,2,5
93256,155259,5,2,2,4,4
93257,58678,3,3,3,2,3
93258,258878,2,4,4,3,3
93259,172211,5,2,4,2,4
93260,251331,2,5,2,2,2
93261,162417,3,5,3,3,4
93262,157698,3,3,2,2,3
93263,17432,3,3,2,5,2
93264,195052,2,3,4,5,2
93265,224579,2,2,2,2,2
93266,68106,2,5,3,3,5
93267,110157,3,3,3,2,5
93268,57431,5,2,5,5,4
93269,101246,5,4,2,5,2
93270,118041,3,3,4,4,3
93271,278477,2,2,5,4,2
93272,177462,3,2,4,2,2
93273,42047,5,5,3,5,4
93274,185556,2,4,5,3,2
93275,86888,2,4,5,3,2
93276,154958,5,2,3,2,5
93277,22360,2,4,5,4,3
93278,68356,4,2,2,2,2
93279,236511,3,5,2,4,5
93280,296744,4,4,3,2,2
93281,69892,5,2,3,2,2
93282,186189,4,4,5,4,2
93283,135333,3,2,4,5,2
93284,80044,3,2,2,5,4
93285,237419,3,5,3,2,3
93286,48501,5,3,3,3,5
93287,294373,4,2,3,3,3
93288,110425,3,4,5,3,5
93289,155872,5,2,3,2,3
93290,123600,5,4,5,4,4
93291,42966,4,3,2,4,3
93292,206632,5,3,5,2,4
93293,243379,4,2,2,2,5
93294,232134,4,2,4,2,4
93295,94194,5,4,4,2,2
93296,154530,2,3,3,4,3
93297,299310,5,4,2,3,5
93298,179793,4,5,3,2,2
93299,202322,2,2,3,5,3
93300,252112,3,3,5,2,4
93301,125084,2,3,4,2,5
93302,253562,4,5,5,3,5
93303,181979,5,5,3,5,4
93304,293066,2,3,5,2,2
93305,60409,4,5,4,5,3
93306,193883,3,3,5,2,2
93307,49940,2,4,2,3,2
93308,34427,2,3,2,5,4
93309,30262,5,2,2,2,2
93310,236469,2,5,5,4,4
93311,281007,4,5,5,5,2
93312,133498,5,5,4,2,2
93313,67000,4,5,3,3,2
93314,33182,5,5,3,4,2
93315,269030,3,3,2,4,4
93316,88887,4,2,2,2,2
93317,145344,5,2,3,5,4
93318,202895,4,3,5,5,5
93319,41251,5,2,2,4,5
93320,271765,4,3,2,4,5
93321,232064,4,2,5,2,3
93322,146984,4,4,4,4,2
93323,289241,3,4,3,3,3
93324,67917,5,5,2,3,5
93325,249407,4,3,5,2,2
93326,68889,2,5,4,4,5
93327,156821,2,4,5,2,4
93328,195163,4,3,2,3,4
93329,26929,2,5,4,3,2
93330,83496,3,5,5,2,2
93331,82967,3,4,5,3,5
93332,63764,5,5,4,3,2
93333,169737,2,4,2,2,2
93334,147899,5,4,3,3,3
93335,291194,3,3,4,4,2
93336,154366,5,2,5,5,2
93337,160006,4,2,3,4,4
93338,92733,3,5,5,3,3
93339,282449,3,4,2,4,3
93340,288398,5,5,2,3,4
93341,259998,4,3,2,5,2
93342,213487,5,4,3,5,3
93343,182579,2,3,3,5,4
93344,254981,2,3,4,5,3
93345,144681,2,4,4,5,5
93346,49596,5,4,4,2,5
93347,96613,5,2,5,4,2
93348,224118,5,4,5,4,5
93349,163167,3,3,4,2,5
93350,62553,2,3,4,3,5
93351,65978,3,4,2,2,5
93352,52959,4,3,2,2,4
93353,19870,4,5,4,3,2
93354,281138,3,4,3,2,5
93355,264593,2,4,2,2,2
93356,272153,4,5,5,5,4
93357,254551,4,2,3,4,3
93358,120729,2,3,3,5,3
93359,276530,2,2,4,3,4
93360,257918,2,2,3,5,3
93361,138703,2,2,2,3,4
93362,71186,5,4,5,2,2
93363,177390,3,3,4,2,2
93364,144065,5,2,2,3,3
